,Model,Number of Features,Selected Features,Accuracy,Precision,Recall,F1-Score
128,XGBoost Classifier,29,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
129,XGBoost Classifier,30,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
130,XGBoost Classifier,31,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
131,XGBoost Classifier,32,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
132,XGBoost Classifier,33,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
133,XGBoost Classifier,34,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
134,XGBoost Classifier,35,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
135,XGBoost Classifier,36,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
136,XGBoost Classifier,37,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
137,XGBoost Classifier,38,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
138,XGBoost Classifier,39,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.6333333333333333,0.5333333333333333,0.49333333333333335
139,XGBoost Classifier,40,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.5333333333333333,0.3333333333333333,0.36
140,XGBoost Classifier,41,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.5333333333333333,0.3333333333333333,0.36
141,XGBoost Classifier,42,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.5333333333333333,0.3333333333333333,0.36
142,XGBoost Classifier,43,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.5333333333333333,0.3333333333333333,0.36
143,XGBoost Classifier,44,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.5333333333333333,0.3333333333333333,0.36
144,XGBoost Classifier,45,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.5333333333333333,0.3333333333333333,0.36
145,XGBoost Classifier,46,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.6,0.5333333333333333,0.3333333333333333,0.36
146,XGBoost Classifier,47,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.6,0.5333333333333333,0.3333333333333333,0.36
147,XGBoost Classifier,48,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.6,0.5333333333333333,0.3333333333333333,0.36
148,XGBoost Classifier,49,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.64,0.5333333333333333,0.4,0.42000000000000004
